post_id,follower_count,like_count,comment_count,avg_comment_length,emoji_comment_ratio,post_hour,like_comment_ratio,engagement_rate,label
104,106528,11716,45,9,0.1242472705593183,18,225.71396903980497,0.1055130915967113,real
7,137342,15361,70,10,0.062561213249536,8,173.50218014118542,0.1196163087701308,real
31,140223,164591,19,2,0.7694288338485281,10,9034.460833003814,1.2042991655487407,fake
40,107402,15235,68,15,0.1311268313776608,3,196.18883891910795,0.132029786088008,real
84,63590,81008,16,2,0.8843983817215542,19,4042.540288553871,1.1584022226077368,fake
35,173811,15195,69,12,0.1098071782839465,14,232.6238889222313,0.0909171646339327,real
54,73834,2845,55,7,0.0602929566907122,16,52.77576760574773,0.0488083234202978,real
41,31798,32270,4,4,0.7329972050790274,16,8740.258204821643,0.9303836819436164,fake
107,105647,13323,89,12,0.1275640072503188,5,164.93322172875875,0.1267264859472574,real
93,39838,4929,76,11,0.2337799240619301,6,57.93943716126133,0.1038747177762695,real
116,85924,8120,72,14,0.2542066430374267,20,100.2083403665006,0.0759728394376541,real
35,183444,15131,60,11,0.1105556628557557,10,255.73333851403785,0.0967977999673338,real
30,39633,43088,17,4,0.96893125216648,18,2209.2919421508936,1.0714801217987149,fake
20,197468,154483,7,4,0.7378057939034507,19,20840.712009962757,0.9728120042460312,fake
74,15604,506,83,11,0.2546997297111541,0,5.971047289727026,0.0335868331924001,real
94,58172,64628,6,4,0.8051886246933478,8,11399.67329678066,1.083084544217679,fake
39,160028,9855,85,10,0.2044792886064657,16,109.43400236485328,0.0526544322415594,real
98,86047,85912,14,1,0.7596492503123661,18,6592.179159301613,1.002981147373046,fake
41,37898,33219,4,4,0.7140854232344519,17,9243.254306829524,0.8926731173115621,fake
62,76353,4679,36,7,0.22,12,129.97,0.062,real
1,125594,114487,8,3,0.7765182927581359,23,12533.913731919156,0.9318981418402796,fake
79,180547,10885,46,13,0.175161234913294,9,269.2999044990428,0.0603134127965774,real
77,86431,76056,3,3,0.7172058867818311,7,18120.244167504432,0.8790341281168027,fake
18,219044,193331,8,2,0.8142961469295344,9,20237.594743935817,0.9273184580695204,fake
63,11987,14475,5,1,1.0003662993305382,4,2695.305517668289,1.096459045814812,fake
69,111410,123731,13,4,0.918073734128476,13,10283.39827950025,1.2016966666774216,fake
55,55471,59920,12,1,0.8644699645273709,6,4204.545366111714,0.998896294150356,fake
60,110989,15544,100,8,0.11628069761719,14,150.12476714060736,0.1496277736709498,real
48,161152,13349,78,8,0.303949706222247,2,159.0251526930744,0.0874739773857262,real
21,131304,96488,9,3,0.7749421624314169,21,11238.201389133685,0.7976874087860175,fake
5,73279,73048,3,4,0.945454225703064,20,18365.4690639033,0.9445988796215504,fake
99,92865,75752,16,3,0.72,10,4734.5,0.816,fake
92,54093,60333,3,2,0.8422494716712786,13,18176.061626607487,1.0552103776736497,fake
61,40851,1287,58,10,0.1955614863014746,21,23.417830080833603,0.0327281757047117,real
8,36920,4042,31,10,0.1,3,130.39,0.11,real
25,184361,14284,64,12,0.2017064499861726,17,245.11972562388283,0.0812180648392727,real
103,43324,4937,64,11,0.1121293026095485,13,77.6855425469322,0.1288592717570294,real
97,171770,137861,6,2,0.8272637975482225,12,26170.1684784003,0.8140112588827203,fake
56,103701,7761,48,7,0.2623977774413959,5,153.79969487945652,0.0907569227626862,real
112,85121,70407,5,2,0.8642908009318002,1,14610.944017321948,0.7957811802591707,fake
21,140017,113844,9,3,0.8958110502588473,16,12349.895473575598,0.7819975584314353,fake
117,128309,153505,3,1,0.72,7,51168.33,1.196,fake
12,54712,54224,13,2,0.7071667977606636,0,4022.063760028864,1.008003159999892,fake
9,160052,24783,67,13,0.2881642695957013,0,294.78131932700046,0.1227275628630129,real
31,135662,154441,16,1,0.751544177291981,21,8842.529668421015,1.0513598036199818,fake
103,40402,5729,67,12,0.1036458115439688,4,76.52890813881798,0.1421757041832527,real
95,105573,94599,16,1,0.74,10,5912.44,0.896,fake
20,193229,171062,7,4,0.8544988668001594,7,18935.482826280466,1.016737208712998,fake
93,45051,4746,76,13,0.2650194598928045,15,51.0785444016596,0.1087152655836809,real
31,135963,162776,17,1,0.7669029010610872,3,8730.956919044056,1.0625863910984916,fake
102,152294,6511,35,11,0.2495771081840986,22,204.85767505546897,0.0466895781964128,real
4,124089,121747,17,1,0.6648115068256085,1,7634.26653863135,1.0248441252926437,fake
61,39403,1431,66,10,0.1994155170198397,4,20.36831943942439,0.034834343575832,real
119,84712,5109,114,11,0.1479005573847417,20,43.63256352462372,0.0568424542228189,real
110,10521,767,106,14,0.258645435830952,22,7.546299068674951,0.0905773853474909,real
9,184828,23498,67,14,0.247244892964363,23,339.95308810403964,0.1258693385561039,real
79,174092,11441,48,14,0.1584710262715777,23,222.2983393065424,0.0702663863839071,real
88,40221,2270,29,8,0.2293578842115144,1,72.54704946082757,0.0591555000310433,real
4,142697,116498,16,1,0.7416784755557105,10,7534.399744254821,0.9362785461703816,fake
37,79212,9090,84,9,0.1177112118428786,1,93.17421891152154,0.1030560370224694,real
3,195053,161651,1,2,0.9359547492986378,23,77584.31043978997,0.789472117682635,fake
8,34597,3826,29,9,0.0936154153133901,0,138.38346176250838,0.1040384844037468,real
42,6404,634,45,10,0.284333161762,14,13.188569629309232,0.0882390420393463,real
99,91537,68350,15,3,0.7178031149819205,15,5139.650262010076,0.7720081553520628,fake
51,28226,3679,55,9,0.2343992088260768,22,70.45314004989474,0.1374673281456795,real
49,88278,73724,17,3,0.6703521563334236,16,5043.5895698247,0.9508873150718358,fake
85,7758,9036,2,1,0.7551054865629198,19,3282.768255151694,1.1105189625655452,fake
48,155862,13307,76,9,0.2632283313040758,23,151.6698790188528,0.0895518552875145,real
70,120105,16123,95,7,0.0936716587693511,23,150.4426056710813,0.1213985983079706,real
26,100285,5374,70,10,0.2305302757785308,0,83.73890422297431,0.0658270550287363,real
74,16485,517,87,12,0.24,8,5.94,0.037,real
108,120441,110830,6,2,0.8637822065449041,21,15053.00460838286,0.8584730635470208,fake
77,87480,80174,4,3,0.7489535647000006,9,20141.324828612665,0.8657170257975938,fake
66,14130,1247,40,13,0.1497957642837776,6,27.635808592376385,0.0864123731926459,real
72,96899,13432,99,14,0.113631622795159,11,143.3863458221681,0.1532413050819141,real
9,170020,21746,75,14,0.2513155433606155,1,324.2244819212357,0.1260707045311847,real
79,184716,11335,44,14,0.1539414897105264,18,261.4015432693794,0.0599783689280733,real
19,119431,113680,7,3,0.7728058291705463,18,16349.957107801036,1.0292389234964603,fake
32,24121,22733,9,1,0.9482303658773138,10,2377.69266261923,1.0320396903278384,fake
18,198758,175771,7,2,0.7675401821734653,6,22059.09104827689,0.9493331733834324,fake
20,187384,156117,7,4,0.724517246395872,23,19249.122678910546,0.847222273719476,fake
3,185763,165931,2,2,0.906341026691507,18,76554.88872897068,0.7550628687309539,fake
60,95928,16099,96,8,0.1126583389326912,11,149.06865654727798,0.1356011419703051,real
73,169152,159017,13,3,0.83,18,12232.08,0.94,fake
33,67109,59039,1,3,0.7465839218710185,2,32926.468111315815,0.9562879413246276,fake
93,40253,4140,82,12,0.2652859311556393,21,61.05666725686708,0.096186975387372,real
98,72920,82124,14,1,0.845635048930115,14,6752.966134434703,1.010262086490357,fake
85,7493,8715,3,1,0.7808685010590032,8,2845.137615853918,1.1336852560651194,fake
88,42486,2591,35,8,0.226541502816257,5,82.67855557393072,0.0659137387008397,real
17,49867,49428,5,4,0.7489437950905116,11,9811.500667102911,0.9644511334918688,fake
92,61676,61098,2,2,0.8009858600869324,18,19628.404974853336,1.078113574623904,fake
114,112932,92388,17,2,0.8768494806402262,19,4542.085847777758,0.8786351357010187,fake
104,109438,11097,48,9,0.1308368041720921,16,215.1263553783636,0.0883167967669383,real
43,187519,19010,123,9,0.1071654887558053,16,166.9951682770742,0.1141498449582464,real
85,8017,9247,2,1,0.686721744133092,12,3234.689049155585,1.1709879950217916,fake
120,44303,5123,61,10,0.13,22,83.98,0.117,real
109,77993,10977,29,10,0.1629037720898308,3,361.3170340239229,0.1297137149802243,real
95,105008,102415,16,1,0.7620961340981254,11,6108.272469415456,0.931057841049482,fake
38,125312,121848,9,3,1.0339713331276297,11,13199.084997451118,1.040604887443744,fake
55,52293,56552,13,1,0.93,20,4350.15,1.082,fake
